Year,Adult Mortality,infant deaths,Alcohol,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness  1-19 years,Income composition of resources,Schooling,Status_Developed,Status_Developing,Life expectancy 
2010,273.0,54,0.6,77.0,6.35,73.0,1.5,78.377632,8.8,0.396,7.3,0,1,56.5
2005,511.0,17,1.5,47.0,4.29,54.0,11.2,327.1149461,9.7,0.319,5.9,0,1,45.9
2012,167.0,20,0.26,9.0,5.89,9.0,0.2,681.7925868,16.3,0.538,12.3,0,1,68.9
2010,196.0,12,2.14,94.0,6.64,94.0,0.4,2825.5247,1.3,0.602,10.5,0,1,77.0
2013,28.0,8,0.01,8.0,3.63,8.0,1.1,145.57838,8.1,0.501,8.2,0,1,62.7
2010,374.0,521,8.9,54.0,3.47,54.0,4.8,2327.3267,11.3,0.492,9.5,0,1,52.0
2009,137.0,1,3.96,94.0,4.55,93.0,0.1,2993.832531,2.0,0.725,11.9,0,1,73.3
2010,64.0,1,9.33,97.0,1.48,97.0,0.1,5338.25483,1.0,0.906,17.0,1,0,88.0
2003,9.0,3,11.92,96.0,1.62,97.0,0.1,3359.95215,1.1,0.872,16.3,1,0,78.5
2011,86.0,0,9.81,99.0,9.1,99.0,0.1,579.72415,0.9,0.878,16.9,0,1,83.0
2009,127.0,1,6.87,85.0,7.56,85.0,0.1,7429.628274,2.0,0.755,12.8,0,1,76.8
2010,58.0,0,7.2,98.0,9.47,98.0,0.1,5276.25591,1.3,0.895,15.8,1,0,81.5
2004,132.0,1,3.81,93.0,5.5,91.0,0.1,1191.96192,2.0,0.668,10.9,0,1,73.0
2002,79.0,2,7.7,88.0,9.37,88.0,0.1,24167.8431,0.5,0.872,15.8,0,1,79.5
2002,153.0,0,7.21,93.0,4.41,98.0,0.1,9386.716452,3.6,0.0,0.0,0,1,74.0
2009,6.0,0,10.8,99.0,7.4,99.0,0.1,3215.8159,0.9,0.849,14.1,1,0,79.3
2008,272.0,52,0.12,68.0,6.76,67.0,1.3,354.8185998,11.2,0.298,4.0,0,1,56.0
2007,146.0,0,2.05,88.0,5.82,87.0,0.1,2932.315883,0.1,0.698,14.5,0,1,72.5
2006,134.0,2,0.01,98.0,2.51,98.0,0.1,9344.987518,5.5,0.752,15.4,0,1,72.2
2010,682.0,23,5.76,66.0,8.9,66.0,1.9,662.2795182,4.0,0.47,8.6,0,1,36.3
2000,139.0,0,1.83,98.0,8.0,98.0,0.1,2182.99711,14.8,0.577,11.3,0,1,69.6
2002,192.0,0,5.12,96.0,5.0,96.0,2.0,749.626612,6.5,0.721,11.9,0,1,69.2
2013,137.0,0,0.01,84.0,4.98,82.0,0.1,4266.557174,0.1,0.718,14.3,0,1,73.2
2007,165.0,12,6.2,98.0,3.56,98.0,0.4,3972.26475,8.6,0.687,12.3,0,1,73.3
2001,13.0,3,13.89,98.0,9.89,97.0,0.1,22527.31775,0.7,0.849,15.6,0,1,79.0
2014,179.0,119,0.09,8.0,2.85,78.0,0.3,3491.595887,1.4,0.682,12.9,0,1,68.9
2003,144.0,0,4.16,93.0,5.0,92.0,0.9,1768.92132,8.9,0.572,11.3,0,1,71.1
2006,184.0,0,6.48,98.0,4.4,98.0,0.6,4187.3783,3.6,0.692,12.3,0,1,69.4
2010,64.0,1,9.78,97.0,9.56,97.0,0.1,3736.228,0.6,0.86,16.4,1,0,81.9
2004,263.0,1,0.96,9.0,4.41,89.0,0.3,197.45788,18.0,0.0,8.8,0,1,64.2
2012,27.0,53,0.01,72.0,6.47,66.0,1.5,777.3476868,8.3,0.411,7.7,0,1,57.2
2010,154.0,3,3.38,99.0,6.58,98.0,0.1,1526.497938,1.9,0.614,11.4,0,1,73.2
2004,69.0,1,9.84,92.0,8.57,92.0,0.1,3472.37977,0.7,0.908,20.7,1,0,86.0
2014,437.0,15,0.01,47.0,4.2,47.0,4.5,377.132274,8.4,0.345,7.1,0,1,58.0
2003,334.0,3,7.13,46.0,2.23,37.0,3.6,3577.176197,1.2,0.554,8.4,0,1,53.8
2007,283.0,25,1.12,82.0,4.55,82.0,2.0,76.535419,8.3,0.438,8.9,0,1,57.1
2003,57.0,30,4.07,66.0,11.69,73.0,1.9,263.7618312,9.7,0.322,7.4,0,1,41.5
2003,715.0,26,4.06,7.0,6.52,68.0,36.7,453.3511552,9.8,0.418,9.5,0,1,44.5
2012,121.0,1,3.89,96.0,4.48,95.0,0.1,3684.8481,2.0,0.732,12.7,0,1,74.4
2002,459.0,54,7.04,7.0,8.9,7.0,26.6,2518.398261,14.5,0.62,12.9,0,1,54.9
2013,112.0,21,0.53,95.0,7.12,95.0,0.1,5471.866766,5.9,0.737,14.4,0,1,75.3
2006,66.0,0,1.55,95.0,3.66,95.0,0.1,33579.85948,2.1,0.839,13.9,1,0,87.0
2000,339.0,14,1.1,63.0,4.35,64.0,5.1,26.3932935,9.4,0.425,9.3,0,1,54.6
2003,51.0,17,1.49,44.0,4.31,47.0,12.8,286.25819,1.0,0.316,5.6,0,1,45.7
2001,239.0,72,0.38,77.0,1.8,73.0,0.4,138.9249275,13.3,0.427,7.6,0,1,62.5
2002,369.0,237,0.8,55.0,4.73,35.0,4.6,111.3634356,11.7,0.298,4.9,0,1,53.2
2013,78.0,1,1.82,98.0,3.49,98.0,0.1,4335.64268,5.2,0.829,13.3,0,1,76.7
2008,145.0,0,1.1,88.0,5.13,86.0,0.1,3392.64743,0.1,0.698,14.5,0,1,72.6
2015,263.0,62,0.01,6.0,8.16,65.0,0.1,584.25921,17.2,0.479,10.1,0,1,65.0
2005,242.0,23,0.33,84.0,5.35,84.0,0.7,773.8698713,11.4,0.415,6.4,0,1,65.0
2003,127.0,4,0.54,97.0,9.15,97.0,0.1,1889.213962,3.9,0.717,13.2,0,1,72.3
2011,224.0,7,6.63,99.0,4.6,99.0,0.1,11634.42422,2.3,0.766,14.4,0,1,68.5
2008,67.0,0,6.75,94.0,8.4,94.0,0.1,9688.5961,0.7,0.936,17.6,1,0,86.0
2009,126.0,10,8.33,97.0,7.63,94.0,0.1,8161.36966,1.0,0.794,16.5,0,1,75.6
2004,483.0,3,4.8,81.0,6.47,81.0,24.0,3288.257373,13.7,0.559,11.7,0,1,54.7
2014,125.0,8,0.01,78.0,5.47,88.0,0.1,6491.5245,1.1,0.735,13.4,0,1,75.3
2000,336.0,3,4.46,41.0,2.73,34.0,1.9,172.68491,1.7,0.0,0.0,0,1,52.7
2006,464.0,30,3.8,65.0,1.68,64.0,2.2,322.313468,9.1,0.348,8.0,0,1,44.3
2013,58.0,2,7.35,96.0,9.22,96.0,0.1,3537.27441,0.5,0.876,16.5,1,0,82.3
2010,29.0,49,0.3,9.0,1.92,9.0,0.5,987.7365832,13.1,0.515,8.8,0,1,65.4
2008,298.0,2,8.75,81.0,2.54,82.0,8.9,194.2746,6.8,0.651,12.4,0,1,61.6
2006,396.0,549,9.66,46.0,3.66,4.0,5.3,119.743286,12.6,0.466,9.0,0,1,49.8
2009,155.0,3,5.39,81.0,9.14,85.0,0.1,2599.596259,2.1,0.663,12.1,0,1,73.0
2009,251.0,2,0.17,84.0,3.82,83.0,0.1,778.5454199,7.2,0.465,10.3,0,1,61.3
2000,235.0,0,0.71,88.0,4.56,86.0,0.1,154.518572,1.4,0.455,7.2,0,1,65.8
2002,273.0,23,1.43,54.0,5.95,54.0,2.1,339.676984,11.6,0.427,8.2,0,1,59.3
2007,126.0,0,5.28,98.0,4.3,98.0,0.6,3112.285712,8.1,0.602,11.9,0,1,72.3
2004,496.0,30,3.99,69.0,11.66,65.0,2.1,263.145817,9.5,0.332,7.6,0,1,42.3
2001,157.0,0,1.35,91.0,5.66,89.0,0.1,1837.977391,0.1,0.674,13.2,0,1,71.8
2002,134.0,1,2.86,96.0,5.4,94.0,0.1,783.261699,2.1,0.645,10.8,0,1,72.6
2013,198.0,4,8.44,72.0,7.67,76.0,0.2,429.71554,2.3,0.744,15.2,0,1,71.0
2000,593.0,7,0.83,82.0,4.43,81.0,1.9,28.1969487,1.2,0.0,3.9,0,1,45.3
2003,217.0,67,4.44,85.0,3.25,84.0,0.1,11.553196,1.0,0.631,11.6,0,1,67.2
2012,76.0,0,8.2,99.0,9.24,99.0,0.1,22242.68193,0.8,0.858,16.8,0,1,84.0
2011,18.0,0,12.66,92.0,6.86,92.0,0.1,14357.73679,2.7,0.826,16.7,1,0,72.8
2014,131.0,0,8.56,96.0,5.54,99.0,0.2,12888.29667,3.3,0.782,13.9,0,1,76.2
2006,134.0,3,0.42,95.0,3.65,95.0,0.1,6222.982955,8.8,0.732,12.7,0,1,73.6
2001,178.0,0,9.61,96.0,7.67,96.0,0.1,519.958715,4.2,0.0,14.3,0,1,77.0
2003,174.0,4,8.78,97.0,5.3,97.0,0.1,2774.95586,3.5,0.722,12.5,1,0,71.1
2004,92.0,0,12.42,99.0,8.2,99.0,0.1,75716.3518,1.0,0.867,13.5,1,0,78.7
2003,95.0,0,11.28,96.0,9.3,95.0,0.1,3743.95693,0.8,0.878,18.6,1,0,78.3
2006,154.0,6,0.85,8.0,6.17,78.0,0.1,2473.85776,2.9,0.682,10.7,0,1,69.2
2001,72.0,4,8.03,81.0,7.75,95.0,0.1,33846.46564,1.7,0.856,14.6,1,0,81.5
2003,387.0,24,5.84,75.0,5.25,82.0,5.1,112.849373,8.5,0.276,4.7,0,1,51.9
2014,123.0,1,9.09,93.0,1.37,93.0,0.1,62.173221,2.1,0.771,14.3,0,1,75.4
2007,211.0,0,0.68,93.0,13.66,94.0,0.1,1357.632211,0.2,0.574,11.8,0,1,65.0
2005,278.0,5,7.31,95.0,6.41,96.0,0.9,1828.717626,2.7,0.707,14.5,0,1,67.0
2009,449.0,46,7.6,75.0,8.39,76.0,19.0,5888.6284,8.1,0.622,12.8,0,1,56.5
2007,261.0,35,0.71,83.0,4.98,84.0,0.6,377.8482928,7.9,0.483,9.1,0,1,61.9
2001,96.0,0,12.89,99.0,7.4,99.0,0.1,48179.4285,1.0,0.854,13.4,1,0,78.0
2002,193.0,12,0.6,84.0,4.48,85.0,0.3,189.3878519,4.0,0.543,9.8,0,1,64.3
2008,29.0,11,0.81,76.0,4.6,63.0,1.3,1178.72469,1.4,0.469,8.9,0,1,61.4
2006,295.0,84,0.03,58.0,7.43,58.0,0.1,272.56377,19.2,0.405,8.1,0,1,57.3
2002,58.0,17,1.47,42.0,4.16,44.0,13.4,253.768343,1.2,0.315,5.4,0,1,45.6
2010,261.0,162,1.34,69.0,6.86,61.0,1.7,341.39992,11.0,0.401,8.1,0,1,61.8
2001,281.0,25,1.29,77.0,4.69,76.0,2.1,378.73654,9.5,0.395,6.6,0,1,55.5
2001,336.0,36,0.17,52.0,3.65,5.0,3.0,315.83983,1.1,0.322,5.1,0,1,52.5
2002,148.0,0,3.82,92.0,5.17,91.0,0.8,1373.515636,9.2,0.569,11.3,0,1,77.0
2009,136.0,2,10.7,96.0,7.12,99.0,0.1,11527.59323,2.1,0.818,15.1,1,0,75.7
2002,256.0,6,4.89,99.0,6.25,99.0,0.9,879.475486,2.9,0.683,13.9,0,1,67.6
2005,238.0,1,7.35,93.0,5.83,93.0,1.8,198.455216,5.7,0.619,11.4,0,1,65.0
2004,32.0,18,6.1,58.0,5.61,55.0,4.3,387.9429725,4.5,0.45,8.1,0,1,58.7
2012,83.0,3,11.5,99.0,11.44,99.0,0.1,4838.2444,0.6,0.885,16.1,0,1,81.5
2013,7.0,0,1.2,99.0,2.15,97.0,0.1,8834.87958,5.1,0.843,13.4,0,1,77.9
2006,414.0,45,0.41,49.0,3.32,4.0,5.1,712.1847694,1.3,0.303,5.5,0,1,48.5
2009,288.0,11,0.82,79.0,4.36,73.0,1.1,1166.66337,1.4,0.477,9.2,0,1,61.6
2000,39.0,14,4.46,56.0,5.91,46.0,3.1,183.4149991,9.2,0.338,8.7,0,1,51.9
2011,169.0,0,10.14,92.0,6.1,92.0,0.1,1372.68947,2.2,0.81,15.8,1,0,73.6
2000,193.0,1,12.22,99.0,7.6,99.0,0.1,4623.46712,2.3,0.761,13.9,1,0,71.7
2010,15.0,12,4.28,88.0,6.76,88.0,0.1,625.65544,2.2,0.695,12.8,0,1,73.6
2009,91.0,0,9.96,99.0,9.2,99.0,0.1,4717.15571,0.9,0.878,17.0,0,1,79.7
2006,132.0,20,0.36,95.0,3.36,95.0,0.1,3464.6179,6.1,0.686,12.3,0,1,73.4
2000,221.0,17,2.63,8.0,5.25,81.0,0.2,1655.596261,1.6,0.539,8.2,0,1,67.7
2002,22.0,0,1.85,94.0,3.48,93.0,0.1,2259.55796,4.2,0.687,13.3,0,1,67.9
2002,99.0,1,4.17,94.0,8.23,94.0,0.1,462.14965,2.2,0.712,11.9,0,1,78.3
2008,592.0,5,2.75,86.0,8.85,88.0,27.3,934.428563,8.0,0.447,10.7,0,1,47.8
2002,31.0,60,0.53,65.0,6.32,61.0,2.3,334.22416,1.5,0.308,4.9,0,1,51.2
2006,188.0,0,16.58,95.0,5.1,95.0,0.1,12595.4165,2.1,0.822,16.1,0,1,73.0
2011,176.0,0,6.5,91.0,5.6,9.0,0.4,1953.9767,5.9,0.774,12.6,0,1,76.0
2001,438.0,33,5.72,76.0,4.38,77.0,8.1,21.569654,7.4,0.332,7.1,0,1,48.6
2000,23.0,7,0.03,58.0,5.26,51.0,1.1,477.476124,1.9,0.443,6.4,0,1,60.0
2004,214.0,0,0.48,61.0,1.39,62.0,0.1,113.6286,0.2,0.0,12.4,0,1,64.8
2013,61.0,1,2.69,96.0,7.89,96.0,0.1,36393.66932,1.2,0.891,15.9,0,1,82.1
2004,378.0,24,5.72,76.0,7.1,83.0,4.8,127.4296648,8.4,0.279,5.2,0,1,52.6
2009,34.0,3,7.97,57.0,5.32,43.0,7.3,1653.2937,9.2,0.59,9.1,0,1,55.7
2009,116.0,20,0.62,99.0,5.67,99.0,0.1,2861.5545,6.4,0.596,10.5,0,1,72.3
2000,175.0,5,1.45,99.0,3.77,99.0,0.1,875.412178,15.3,0.677,12.4,0,1,71.5
2004,323.0,49,4.54,83.0,6.45,79.0,2.5,371.323865,1.5,0.0,3.9,0,1,52.4
2006,61.0,0,7.2,97.0,8.96,97.0,0.1,5613.54115,0.9,0.884,18.1,1,0,81.1
2010,132.0,1,7.24,88.0,1.5,92.0,0.1,2964.47734,2.6,0.738,13.3,0,1,73.8
2013,79.0,0,8.97,98.0,9.55,98.0,0.1,49638.7713,0.9,0.887,17.0,0,1,87.0
2003,71.0,0,6.7,94.0,8.6,94.0,0.1,13689.98999,0.7,0.79,13.8,1,0,78.5
2009,63.0,1,2.55,96.0,7.46,96.0,0.1,27795.87671,1.2,0.876,15.6,0,1,81.5
2003,65.0,0,6.61,97.0,1.7,97.0,0.1,3944.999,1.0,0.866,17.6,1,0,87.0
2002,149.0,5,1.62,98.0,3.89,98.0,0.1,873.1472436,15.4,0.699,12.6,0,1,73.7
2003,215.0,0,1.18,84.0,6.0,84.0,0.1,744.7657423,1.3,0.453,8.0,0,1,66.8
2012,22.0,7,2.75,98.0,1.96,97.0,0.1,6675.262954,3.2,0.672,10.7,0,1,65.6
2003,17.0,4,1.34,95.0,5.36,95.0,0.1,2761.969249,6.4,0.667,13.5,0,1,73.7
2005,126.0,42,4.93,98.0,6.4,98.0,0.1,7986.798439,1.8,0.719,12.2,0,1,75.3
2009,163.0,3,3.36,99.0,6.82,98.0,0.2,1464.497754,1.9,0.613,11.3,0,1,73.2
2008,138.0,11,4.85,93.0,4.73,93.0,0.3,428.87811,1.2,0.7,13.2,0,1,73.9
2003,146.0,5,1.69,98.0,3.95,99.0,0.1,989.4547732,15.4,0.697,12.7,0,1,73.9
2011,241.0,50,0.15,4.0,6.66,75.0,0.7,375.5819866,1.5,0.323,4.8,0,1,59.4
2013,275.0,53,0.01,7.0,6.58,69.0,1.6,777.659139,8.1,0.421,8.0,0,1,57.3
2007,154.0,3,10.6,96.0,5.21,96.0,0.1,8214.185378,3.2,0.766,14.1,1,0,72.9
2013,371.0,43,7.34,73.0,8.78,73.0,4.5,6876.953821,5.4,0.652,12.8,0,1,69.0
2006,13.0,0,5.38,9.0,8.1,9.0,0.1,4383.59597,2.2,0.751,13.2,0,1,73.8
2006,22.0,61,0.28,82.0,1.78,82.0,0.6,296.97284,13.2,0.474,8.0,0,1,64.2
2005,278.0,55,0.11,46.0,7.15,45.0,1.6,25.383731,11.9,0.278,3.5,0,1,53.7
2001,21.0,0,10.2,97.0,6.26,95.0,0.1,353.147337,3.3,0.757,14.7,1,0,71.2
2014,65.0,0,11.12,99.0,6.94,99.0,0.1,119172.7418,1.0,0.892,13.9,1,0,81.7
2005,123.0,1,6.35,96.0,11.15,96.0,0.1,522.951116,1.6,0.753,15.5,0,1,75.7
2014,12.0,3,1.39,98.0,7.0,98.0,0.1,4271.68172,6.5,0.722,14.7,0,1,75.1
2000,148.0,3,0.01,94.0,3.41,94.0,0.1,7145.628494,5.7,0.727,15.5,0,1,78.0
2013,279.0,4,0.01,87.0,6.14,87.0,4.5,61.566347,7.5,0.415,9.1,0,1,58.1
2012,12.0,9,8.35,99.0,5.2,91.0,0.1,12969.7712,1.0,0.822,17.2,0,1,75.9
2007,221.0,0,12.12,94.0,7.1,94.0,0.1,1444.1589,2.4,0.814,16.2,1,0,78.0
2009,271.0,41,1.76,94.0,5.17,94.0,2.1,186.76538,7.3,0.542,10.4,0,1,66.0
2002,74.0,0,2.16,94.0,2.84,94.0,0.1,2216.83279,2.1,0.818,12.6,1,0,79.0
2005,337.0,3,7.19,5.0,1.63,39.0,4.9,185.63334,9.8,0.563,8.7,0,1,54.4
2013,172.0,0,6.71,94.0,5.98,92.0,0.3,1967.83283,5.8,0.773,12.7,0,1,71.0
2011,92.0,8,0.09,98.0,3.57,98.0,0.1,2377.74739,7.4,0.804,13.9,0,1,73.9
2004,386.0,94,3.53,4.0,4.71,4.0,2.5,141.86844,1.2,0.415,6.4,0,1,47.1
2003,88.0,0,12.2,84.0,1.48,84.0,0.1,3212.9355,1.7,0.837,14.7,1,0,78.8
2009,28.0,0,0.54,84.0,12.24,86.0,0.1,1297.285141,0.1,0.576,11.9,0,1,65.2
2010,156.0,4,3.1,97.0,8.45,97.0,0.4,1932.85829,2.3,0.606,11.5,0,1,73.6
2000,35.0,20,4.79,5.0,6.6,41.0,5.1,462.486524,4.8,0.439,7.8,0,1,58.6
2000,38.0,43,1.6,88.0,3.0,88.0,3.6,263.1124679,9.2,0.48,7.7,0,1,57.2
2008,123.0,21,0.51,99.0,5.41,99.0,0.1,2884.94776,6.4,0.589,10.3,0,1,71.8
2003,322.0,20,11.32,97.0,5.61,96.0,0.4,2975.132778,2.6,0.733,13.2,0,1,64.6
2014,148.0,2,3.55,99.0,9.4,98.0,0.1,1975.46477,1.8,0.636,11.6,0,1,74.5
2010,272.0,9,3.64,71.0,11.87,7.0,1.8,327.42597,7.4,0.403,9.6,0,1,59.7
2007,144.0,14,4.66,93.0,6.25,93.0,0.1,4674.21961,2.3,0.675,11.9,0,1,73.5
2011,366.0,29,2.57,83.0,4.26,81.0,6.3,1644.619672,6.6,0.543,12.0,0,1,58.2
2014,268.0,39,0.01,91.0,4.96,91.0,0.6,75.1464113,8.2,0.398,7.7,0,1,59.3
2005,134.0,0,4.26,95.0,4.86,95.0,0.8,248.13459,8.5,0.582,11.2,0,1,71.8
2005,78.0,0,13.31,9.0,7.27,9.0,0.1,5886.82789,0.3,0.889,17.5,1,0,78.7
2002,179.0,0,4.14,88.0,4.24,88.0,0.1,3957.51296,7.9,0.683,12.5,0,1,71.5
2004,38.0,5,2.58,69.0,5.41,64.0,5.0,393.3138244,9.4,0.0,7.7,0,1,53.5
2010,76.0,0,9.0,99.0,9.18,99.0,0.1,26917.75898,0.8,0.859,16.4,0,1,83.0
2013,185.0,17,0.01,99.0,6.32,99.0,0.1,197.551233,3.0,0.681,12.0,0,1,69.1
2006,91.0,2,7.33,94.0,6.18,94.0,0.1,9484.681227,0.9,0.796,14.9,0,1,78.9
2011,84.0,0,10.61,96.0,9.8,96.0,0.1,24985.24827,1.6,0.876,17.0,1,0,79.8
2010,424.0,27,3.84,84.0,1.32,86.0,1.6,45.128418,8.3,0.384,8.7,0,1,48.1
2013,182.0,0,0.01,99.0,5.42,94.0,0.1,188.5159,1.1,0.509,9.5,0,1,68.8
2009,23.0,2,2.55,91.0,6.83,91.0,0.3,3366.482133,1.7,0.662,12.8,0,1,71.4
2009,144.0,135,0.01,97.0,2.91,97.0,0.1,681.125368,19.1,0.523,8.4,0,1,69.5
2011,268.0,3,7.84,85.0,8.78,82.0,4.7,56.971392,9.9,0.612,11.5,0,1,64.3
2000,222.0,0,0.46,9.0,8.12,9.0,0.1,796.7937634,0.2,0.0,10.0,0,1,64.1
2008,126.0,20,0.46,92.0,4.2,93.0,0.1,495.254866,6.0,0.697,12.6,0,1,74.1
2006,277.0,54,0.11,52.0,7.39,51.0,1.5,258.463873,11.6,0.286,3.7,0,1,54.5
2005,343.0,206,0.99,56.0,4.2,44.0,3.7,161.6266248,11.5,0.325,5.8,0,1,56.0
2001,138.0,12,7.76,85.0,9.38,83.0,0.1,717.694674,1.2,0.771,15.6,0,1,74.0
2000,92.0,0,2.15,97.0,3.51,97.0,0.1,13636.34668,6.2,0.786,13.2,0,1,74.5
2004,666.0,5,1.8,89.0,6.96,9.0,34.6,781.5145936,9.7,0.439,10.7,0,1,44.8
2008,33.0,30,0.21,59.0,3.21,6.0,2.3,437.4467238,8.6,0.371,7.9,0,1,56.8
2006,157.0,3,8.51,97.0,5.6,97.0,0.1,5828.745662,3.2,0.755,13.7,1,0,72.5
2009,147.0,0,1.08,86.0,4.67,84.0,0.1,37.846563,0.1,0.703,14.5,0,1,72.5
2014,184.0,16,0.01,99.0,5.84,99.0,0.1,25.448414,3.0,0.69,12.1,0,1,69.2
2011,116.0,4,0.43,98.0,8.39,98.0,0.1,387.324145,3.8,0.737,13.1,0,1,73.6
2009,87.0,1,0.1,99.0,3.87,99.0,0.1,37567.3121,3.3,0.788,13.6,0,1,73.9
2002,124.0,0,1.95,98.0,5.78,98.0,0.1,32.37239,14.6,0.597,12.0,0,1,71.8
2007,282.0,16,12.19,98.0,5.38,98.0,0.3,911.25385,2.4,0.761,13.8,0,1,67.3
2006,66.0,0,8.84,83.0,8.93,85.0,0.1,16671.5672,0.7,0.809,14.8,1,0,79.3
2001,165.0,17,4.43,83.0,5.96,8.0,0.1,2395.856551,2.5,0.653,11.4,0,1,71.5
2012,143.0,11,4.44,91.0,6.93,91.0,0.1,7884.984429,2.1,0.707,13.2,0,1,74.3
2014,225.0,13,10.12,97.0,7.7,97.0,0.1,14125.961,2.3,0.803,14.9,0,1,73.0
2013,12.0,32,5.23,83.0,6.3,83.0,0.1,1298.86766,1.6,0.753,12.9,0,1,76.6
2011,72.0,0,9.47,95.0,11.24,95.0,0.1,38426.5581,0.3,0.901,19.7,1,0,86.0
2009,14.0,10,4.69,92.0,5.36,93.0,0.3,4166.93387,1.2,0.706,13.3,0,1,73.8
2008,155.0,1,10.98,96.0,6.61,95.0,0.1,7296.122479,2.1,0.761,13.8,1,0,72.9
2014,285.0,13,0.01,85.0,5.25,87.0,1.0,62.1318489,6.6,0.475,12.0,0,1,59.7
2006,1.0,1,1.82,75.0,8.83,78.0,0.1,5372.65899,4.7,0.733,13.2,0,1,74.1
2003,18.0,1,4.29,97.0,6.27,97.0,0.1,189.681557,1.9,0.674,10.7,0,1,72.8
2005,194.0,3,3.7,87.0,6.11,86.0,0.3,1175.116225,2.0,0.592,11.0,0,1,71.2
2007,286.0,10,4.03,67.0,1.24,65.0,2.8,21.3733292,7.9,0.383,9.9,0,1,57.9
2006,73.0,2,11.86,98.0,8.23,98.0,0.1,28482.6948,0.6,0.844,15.9,1,0,88.0
2014,69.0,2,11.03,94.0,11.3,95.0,0.1,4792.65288,1.1,0.92,17.0,1,0,89.0
2013,139.0,0,10.88,99.0,7.53,99.0,0.1,13613.6147,1.7,0.824,15.4,1,0,75.5
2008,96.0,0,10.94,97.0,8.47,97.0,0.1,2751.8127,1.7,0.869,16.9,1,0,78.9
2012,137.0,111,0.01,94.0,3.8,94.0,0.1,856.342857,18.5,0.557,9.9,0,1,77.0
2009,97.0,8,0.09,98.0,4.9,98.0,0.1,1694.2931,7.3,0.787,13.0,0,1,73.4
2004,151.0,14,4.27,81.0,4.56,86.0,0.4,2448.143899,1.3,0.685,12.8,0,1,72.2
2012,513.0,4,0.01,93.0,11.14,95.0,9.0,1281.516,6.4,0.479,11.0,0,1,52.2
2003,198.0,4,3.77,86.0,6.12,86.0,0.3,115.565314,2.1,0.583,11.0,0,1,76.0
2013,68.0,0,11.02,99.0,7.1,99.0,0.1,113751.85,0.9,0.892,13.9,1,0,81.4
2003,225.0,0,6.54,94.0,11.12,94.0,1.6,649.342153,7.4,0.504,9.7,0,1,63.4
2001,247.0,1,6.71,9.0,5.82,85.0,1.7,925.582546,5.9,0.606,10.9,0,1,65.4
2005,99.0,332,2.92,87.0,4.66,87.0,0.1,1753.4178,5.0,0.634,10.6,0,1,73.9
2005,182.0,1,12.94,99.0,8.28,99.0,0.1,11161.72441,2.0,0.795,15.0,1,0,72.9
2007,12.0,4,0.6,98.0,8.35,98.0,0.1,2762.86354,3.8,0.736,13.6,0,1,73.0
2012,6.0,1,2.78,94.0,7.73,94.0,0.1,32569.59683,1.2,0.889,15.9,0,1,81.8
2014,73.0,0,9.64,94.0,1.8,94.0,0.1,62425.5392,1.1,0.926,19.2,1,0,84.0
2013,81.0,3,11.1,99.0,11.56,99.0,0.1,42554.1225,0.6,0.887,16.2,0,1,82.0
2004,215.0,3,2.9,9.0,7.3,9.0,0.3,2632.79942,1.9,0.636,12.4,0,1,70.0
2007,181.0,0,7.24,97.0,4.76,96.0,0.6,4324.876427,3.5,0.7,12.8,0,1,69.6
2001,221.0,0,1.93,92.0,3.28,91.0,0.1,238.891729,4.3,0.683,13.2,0,1,67.8
2007,67.0,29,3.88,73.0,4.47,73.0,23.7,396.9982166,8.2,0.414,9.6,0,1,46.6
2008,98.0,1,1.67,75.0,8.7,81.0,0.1,712.775759,4.7,0.74,13.1,0,1,74.5
2008,88.0,1,0.03,99.0,1.93,99.0,0.1,55571.9986,3.3,0.787,13.8,0,1,73.8
2012,81.0,0,10.95,96.0,9.37,96.0,0.1,22486.47167,1.5,0.877,16.8,1,0,82.0
2008,132.0,1,9.54,95.0,1.5,95.0,0.1,671.773913,2.3,0.749,13.5,0,1,74.0
2014,155.0,2,0.01,76.0,1.48,77.0,0.1,1153.51578,1.9,0.612,12.5,0,1,68.0
2009,157.0,4,3.08,97.0,8.84,97.0,0.5,1815.489496,2.3,0.603,11.3,0,1,73.4
2000,543.0,5,3.1,82.0,6.92,83.0,29.8,474.8197876,11.5,0.445,9.6,0,1,49.3
2009,142.0,1,3.33,9.0,5.16,9.0,0.6,4293.383274,1.9,0.721,12.7,0,1,74.7
2009,9.0,0,12.03,96.0,1.42,96.0,0.1,2363.97161,0.7,0.809,16.0,1,0,79.3
2013,61.0,1,9.87,91.0,9.36,91.0,0.1,67792.3386,0.6,0.933,20.3,1,0,82.5
2008,477.0,3,4.87,89.0,8.19,88.0,40.2,2842.438422,6.1,0.514,10.6,0,1,51.4
2003,18.0,1,4.39,98.0,6.31,72.0,0.1,3192.669378,3.5,0.694,12.9,0,1,77.4
2012,163.0,0,10.21,91.0,5.91,91.0,0.1,13822.8559,2.2,0.812,15.5,1,0,73.8
2005,216.0,0,9.92,99.0,6.37,99.0,0.1,7558.7426,2.5,0.791,15.9,1,0,76.0
2002,81.0,0,5.89,93.0,9.62,93.0,0.1,4361.1538,0.8,0.916,17.1,1,0,78.9
2008,68.0,1,9.62,97.0,9.57,97.0,0.1,56928.8248,1.0,0.905,16.8,1,0,83.0
