Year,Life expectancy ,Adult Mortality,infant deaths,Alcohol,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness  1-19 years,Income composition of resources,Schooling,Status_Developed,Status_Developing
2005,66.8,29.0,31,0.18,69.0,4.13,65.0,0.1,1849.63911,5.4,0.628,10.1,0,1
2004,67.2,21.0,30,0.32,69.0,5.61,74.0,0.1,1391.816923,5.4,0.603,9.8,0,1
2014,81.2,66.0,0,10.75,96.0,7.78,96.0,0.1,5553.32623,0.3,0.91,18.6,1,0
2013,81.0,67.0,0,10.49,96.0,8.1,96.0,0.1,5234.76736,0.3,0.902,18.6,1,0
2012,85.0,69.0,0,11.49,95.0,8.32,95.0,0.1,49231.36254,0.3,0.895,18.5,1,0
2011,84.0,7.0,0,11.72,95.0,8.15,95.0,0.1,52567.52568,0.3,0.909,18.5,1,0
2010,86.0,68.0,0,11.88,94.0,8.76,94.0,0.1,48538.58776,0.3,0.907,18.2,1,0
2009,79.7,77.0,0,11.41,94.0,9.53,94.0,0.1,51983.78892,0.3,0.909,17.9,1,0
2008,79.8,75.0,0,12.66,93.0,8.64,93.0,0.1,61235.415,0.3,0.908,17.9,1,0
2007,79.5,75.0,0,13.59,92.0,7.57,92.0,0.1,61388.17457,0.3,0.902,17.6,1,0
2006,79.0,78.0,0,13.44,91.0,7.22,91.0,0.1,54326.9713,0.3,0.896,17.6,1,0
2005,78.7,78.0,0,13.31,9.0,7.27,9.0,0.1,5886.82789,0.3,0.889,17.5,1,0
2004,78.3,82.0,0,13.32,89.0,7.34,89.0,0.1,47631.6377,0.3,0.88,17.1,1,0
2003,78.0,82.0,0,13.24,86.0,7.5,86.0,0.1,4117.15532,0.3,0.87,16.8,1,0
2002,77.4,88.0,0,14.17,83.0,6.85,83.0,0.1,32539.1937,0.3,0.862,16.5,1,0
2001,77.0,89.0,0,14.27,84.0,6.6,84.0,0.1,28223.55528,0.3,0.857,16.4,1,0
2000,76.4,94.0,0,14.07,86.0,6.3,86.0,0.1,26241.91883,0.3,0.848,16.2,1,0
2014,82.2,6.0,1,2.62,95.0,7.81,95.0,0.1,37582.84624,1.2,0.895,16.0,0,1
2013,82.1,61.0,1,2.69,96.0,7.89,96.0,0.1,36393.66932,1.2,0.891,15.9,0,1
2012,81.8,6.0,1,2.78,94.0,7.73,94.0,0.1,32569.59683,1.2,0.889,15.9,0,1
2011,81.8,61.0,1,2.67,94.0,7.39,94.0,0.1,33657.15727,1.2,0.883,15.8,0,1
2010,81.7,61.0,1,2.63,95.0,7.36,95.0,0.1,3661.994,1.2,0.878,15.7,0,1
2009,81.5,63.0,1,2.55,96.0,7.46,96.0,0.1,27795.87671,1.2,0.876,15.6,0,1
2008,81.0,65.0,1,2.47,94.0,7.33,94.0,0.1,29657.4421,1.1,0.877,15.8,0,1
2007,84.0,68.0,1,2.33,95.0,7.37,95.0,0.1,258.637,1.1,0.872,15.7,0,1
2006,84.0,68.0,1,2.23,94.0,7.38,95.0,0.1,2195.1769,1.1,0.87,15.7,0,1
2005,80.0,71.0,1,2.41,95.0,7.44,93.0,0.1,2611.17931,1.1,0.866,15.8,0,1
2004,81.0,69.0,1,2.23,95.0,7.35,95.0,0.1,19888.172,1.1,0.863,15.9,0,1
2003,79.7,71.0,1,2.32,93.0,7.44,93.0,0.1,18946.99942,1.1,0.863,16.0,0,1
2002,79.3,74.0,1,2.47,91.0,7.49,9.0,0.1,18431.15696,1.1,0.855,15.3,0,1
2001,79.3,74.0,1,2.53,93.0,7.61,92.0,0.1,236.19646,1.1,0.85,15.1,0,1
2000,78.9,76.0,1,2.53,93.0,7.13,93.0,0.1,2152.1432,1.1,0.845,15.2,0,1
2014,82.5,57.0,2,7.56,95.0,9.25,95.0,0.1,35396.66517,0.6,0.877,16.3,1,0
2013,82.3,58.0,2,7.35,96.0,9.22,96.0,0.1,3537.27441,0.5,0.876,16.5,1,0
2012,82.0,6.0,2,7.49,96.0,9.28,97.0,0.1,34814.12436,0.5,0.877,16.6,1,0
2011,82.0,6.0,2,6.98,96.0,9.27,96.0,0.1,38334.68477,0.5,0.872,16.4,1,0
2010,81.8,6.0,2,6.95,96.0,9.42,96.0,0.1,35849.37364,0.5,0.869,16.4,1,0
2009,81.6,61.0,2,7.25,96.0,9.41,96.0,0.1,36976.84512,0.5,0.868,16.3,1,0
2008,81.5,61.0,2,7.96,96.0,8.89,96.0,0.1,464.18465,0.5,0.866,16.3,1,0
2007,81.3,63.0,2,8.37,97.0,8.48,97.0,0.1,37698.78573,0.5,0.862,16.1,1,0
2006,81.2,65.0,2,8.44,97.0,8.82,96.0,0.1,3341.7482,0.5,0.856,16.0,1,0
2005,88.0,66.0,2,8.65,97.0,8.71,95.0,0.1,31959.26215,0.5,0.851,15.8,1,0
2004,89.0,66.0,2,8.98,97.0,8.49,94.0,0.1,31174.56118,0.5,0.846,15.6,1,0
2003,79.9,72.0,2,9.3,97.0,8.17,96.0,0.1,27387.2258,0.5,0.841,15.4,1,0
2002,80.0,72.0,2,9.25,96.0,8.23,93.0,0.1,22196.5736,0.5,0.836,15.2,1,0
2001,79.8,75.0,2,9.69,96.0,8.11,93.0,0.1,24.819,0.5,0.828,14.9,1,0
2000,79.4,77.0,3,9.78,97.0,7.91,87.0,0.1,251.2426,0.5,0.823,14.8,1,0
2014,75.8,133.0,1,3.83,93.0,5.36,92.0,0.5,4855.743789,1.8,0.727,12.8,0,1
2013,75.6,136.0,1,3.79,86.0,5.91,93.0,0.6,56.144952,1.8,0.727,12.8,0,1
2012,75.3,138.0,1,3.65,96.0,5.66,96.0,0.5,521.33363,1.8,0.725,12.8,0,1
2011,75.2,139.0,1,3.58,93.0,5.21,92.0,0.6,513.549487,1.8,0.722,12.8,0,1
2010,75.0,138.0,1,3.55,94.0,5.3,94.0,0.5,4682.728424,1.8,0.721,12.7,0,1
2009,74.7,142.0,1,3.33,9.0,5.16,9.0,0.6,4293.383274,1.9,0.721,12.7,0,1
2008,74.5,145.0,1,3.51,91.0,5.4,91.0,0.4,492.492378,1.9,0.718,12.6,0,1
2007,74.2,148.0,1,3.64,94.0,4.87,92.0,0.9,462.517913,1.9,0.714,12.5,0,1
2006,74.0,15.0,1,3.63,99.0,4.22,95.0,1.5,4313.1682,1.9,0.709,12.5,0,1
2005,73.5,161.0,1,3.59,99.0,4.7,99.0,1.9,482.24762,1.9,0.706,12.4,0,1
2004,73.3,165.0,1,3.67,97.0,4.8,98.0,2.3,3719.97351,1.9,0.689,11.1,0,1
2003,73.1,166.0,1,3.48,99.0,4.56,96.0,2.3,3465.221998,1.9,0.694,11.9,0,1
2002,73.0,167.0,1,3.76,99.0,4.86,99.0,2.3,3596.496282,2.0,0.69,11.7,0,1
2001,72.7,171.0,1,3.89,99.0,5.34,99.0,2.2,3394.878,2.0,0.68,10.9,0,1
2000,72.6,171.0,1,3.46,95.0,5.81,93.0,2.2,336.8742,2.0,0.682,11.4,0,1
2014,83.5,57.0,2,0.01,99.0,1.23,96.0,0.1,3896.21151,2.0,0.899,15.3,1,0
2013,83.5,56.0,2,7.55,99.0,1.25,96.0,0.1,4454.44746,2.0,0.894,15.3,1,0
2012,83.3,58.0,2,7.39,99.0,1.17,97.0,0.1,4863.47665,1.9,0.889,15.3,1,0
2011,82.5,64.0,3,7.39,96.0,1.7,97.0,0.1,48167.99727,1.9,0.884,15.1,1,0
2010,83.0,62.0,3,6.9,98.0,9.58,97.0,0.1,4457.67639,1.9,0.879,15.1,1,0
2009,83.0,64.0,3,7.09,99.0,9.51,97.0,0.1,4855.17564,1.8,0.881,15.0,1,0
2008,82.7,66.0,3,7.11,98.0,8.6,98.0,0.1,39339.29757,1.8,0.88,15.0,1,0
2007,82.6,67.0,3,7.29,97.0,8.25,98.0,0.1,35275.22843,1.8,0.877,15.0,1,0
2006,82.4,68.0,3,7.49,95.0,8.19,98.0,0.1,35433.98896,1.7,0.873,14.9,1,0
2005,82.0,69.0,3,7.99,95.0,8.18,98.0,0.1,37217.64873,1.7,0.87,14.9,1,0
2004,82.1,68.0,3,7.7,97.0,8.3,99.0,0.1,37688.72234,1.7,0.866,14.8,1,0
2003,81.9,7.0,3,7.83,97.0,8.0,97.0,0.1,3488.3992,1.7,0.863,14.8,1,0
2002,81.8,7.0,3,7.87,89.0,7.85,96.0,0.1,32289.3554,1.7,0.86,14.7,1,0
2001,81.5,72.0,4,8.03,81.0,7.75,95.0,0.1,33846.46564,1.7,0.856,14.6,1,0
2000,81.1,74.0,4,7.97,98.0,7.53,85.0,0.1,38532.488,1.6,0.852,14.5,1,0
2014,74.0,113.0,4,0.41,98.0,7.45,98.0,0.1,466.94775,3.9,0.737,13.1,0,1
2013,73.9,114.0,4,0.4,98.0,7.23,98.0,0.1,3992.86717,3.9,0.737,13.1,0,1
2012,73.7,115.0,4,0.41,98.0,8.0,98.0,0.1,387.753211,3.9,0.735,12.9,0,1
2011,73.6,116.0,4,0.43,98.0,8.39,98.0,0.1,387.324145,3.8,0.737,13.1,0,1
2010,73.4,117.0,4,0.51,98.0,8.42,98.0,0.1,3679.19275,3.8,0.739,13.2,0,1
2009,73.3,118.0,4,0.59,98.0,9.54,98.0,0.1,3492.1396,3.8,0.742,13.6,0,1
2008,73.1,119.0,4,0.61,98.0,8.78,97.0,0.1,3385.69665,3.8,0.739,13.6,0,1
2007,73.0,12.0,4,0.6,98.0,8.35,98.0,0.1,2762.86354,3.8,0.736,13.6,0,1
2006,72.8,121.0,4,0.59,98.0,8.8,98.0,0.1,2537.349,3.9,0.733,13.7,0,1
2005,72.4,127.0,4,0.55,95.0,8.88,95.0,0.1,223.83787,3.9,0.73,13.8,0,1
2004,72.5,125.0,4,0.54,95.0,9.5,95.0,0.1,261.456882,3.9,0.723,13.5,0,1
2003,72.3,127.0,4,0.54,97.0,9.15,97.0,0.1,1889.213962,3.9,0.717,13.2,0,1
2002,72.1,129.0,4,0.54,95.0,9.68,95.0,0.1,1812.288374,3.9,0.712,13.0,0,1
2001,71.9,131.0,4,0.55,97.0,9.9,99.0,0.1,1728.2659,4.0,0.706,12.7,0,1
2000,71.7,133.0,4,0.49,94.0,9.65,91.0,0.1,1657.889256,4.0,0.7,12.6,0,1
2014,69.9,22.0,5,6.29,95.0,4.36,95.0,0.1,1286.56511,2.4,0.789,15.0,0,1
2013,69.5,28.0,5,6.48,98.0,4.3,98.0,0.1,1389.8561,2.4,0.782,15.0,0,1
2012,69.1,214.0,6,6.82,98.0,4.32,99.0,0.1,12387.18982,2.4,0.774,14.7,0,1
2011,68.5,224.0,7,6.63,99.0,4.6,99.0,0.1,11634.42422,2.3,0.766,14.4,0,1
2010,67.8,236.0,7,6.83,98.0,4.42,99.0,0.1,97.649972,2.3,0.763,14.5,0,1
2009,67.8,235.0,7,6.64,99.0,4.13,98.0,0.1,7165.2775,2.3,0.758,14.6,0,1
2008,66.6,258.0,8,7.6,99.0,3.65,99.0,0.1,8513.564645,2.4,0.758,14.6,0,1
2007,65.3,288.0,8,7.44,94.0,3.19,93.0,0.1,6771.414797,2.4,0.754,14.7,0,1
2006,65.0,295.0,8,7.08,99.0,3.73,99.0,0.1,5291.57565,2.4,0.747,14.3,0,1
2005,64.6,294.0,8,6.94,99.0,4.7,98.0,0.1,3771.278957,2.4,0.737,13.9,0,1
2004,64.7,287.0,8,6.55,99.0,3.95,82.0,0.1,2874.288291,2.5,0.725,13.5,0,1
2003,64.4,282.0,8,6.58,99.0,3.7,99.0,0.1,268.123657,2.5,0.714,13.1,0,1
2002,64.7,276.0,8,5.99,95.0,3.61,95.0,0.1,1658.31146,2.6,0.7,12.7,0,1
2001,64.4,284.0,8,5.75,95.0,3.47,95.0,0.1,149.926751,2.6,0.685,12.3,0,1
2000,63.9,292.0,9,6.0,96.0,4.16,97.0,0.1,1229.958,2.7,0.676,12.1,0,1
2014,62.9,255.0,56,0.01,93.0,5.72,92.0,2.9,1335.6458,7.8,0.546,11.1,0,1
2013,62.6,258.0,58,1.84,94.0,5.57,87.0,3.0,1229.114798,7.9,0.541,11.1,0,1
2012,62.1,263.0,59,1.81,94.0,5.49,94.0,3.0,1155.2582,8.0,0.536,11.1,0,1
2011,61.2,278.0,60,1.8,97.0,5.23,96.0,3.4,987.4453967,8.1,0.53,11.1,0,1
2010,63.0,294.0,61,1.73,9.0,3.97,9.0,4.3,967.34773,8.2,0.523,11.1,0,1
2009,59.1,317.0,62,1.86,89.0,4.17,88.0,5.0,92.816252,8.2,0.514,10.7,0,1
2008,57.9,339.0,64,1.71,88.0,3.9,88.0,6.4,916.8992515,8.3,0.506,10.4,0,1
2007,56.8,356.0,66,1.97,76.0,4.8,81.0,9.1,839.181117,8.4,0.494,10.1,0,1
2006,55.3,388.0,68,1.76,77.0,4.24,8.0,10.3,697.66385,8.5,0.483,9.7,0,1
2005,54.1,412.0,70,1.82,7.0,4.36,76.0,11.6,519.7999346,8.6,0.474,9.6,0,1
2004,53.0,432.0,72,1.43,73.0,4.29,73.0,13.2,458.8843551,8.7,0.461,8.9,0,1
2003,52.4,437.0,74,1.49,75.0,4.45,73.0,14.5,436.6875357,8.8,0.45,8.2,0,1
2002,52.1,437.0,76,1.66,83.0,4.54,84.0,15.7,395.8493511,8.9,0.451,8.5,0,1
2001,51.9,434.0,77,1.63,77.0,4.62,8.0,16.9,41.7763612,9.0,0.447,8.4,0,1
2000,51.9,428.0,77,1.51,8.0,4.68,82.0,18.1,43.9797132,9.2,0.448,8.4,0,1
2014,66.1,2.0,0,0.01,79.0,1.21,75.0,0.1,1684.54274,0.1,0.597,11.9,0,1
2013,65.8,22.0,0,0.01,91.0,1.15,95.0,0.1,1724.361737,0.1,0.589,11.9,0,1
2012,65.7,24.0,0,0.01,92.0,1.37,94.0,0.1,1763.815497,0.1,0.581,11.9,0,1
2011,65.5,26.0,0,0.53,95.0,1.42,99.0,0.1,1692.613277,0.1,0.585,11.9,0,1
2010,65.3,27.0,0,0.48,95.0,1.52,91.0,0.1,1493.1651,0.1,0.584,11.9,0,1
2009,65.2,28.0,0,0.54,84.0,12.24,86.0,0.1,1297.285141,0.1,0.576,11.9,0,1
2008,65.1,21.0,0,0.46,74.0,12.23,82.0,0.1,1413.3234,0.2,0.572,11.6,0,1
2007,65.0,211.0,0,0.68,93.0,13.66,94.0,0.1,1357.632211,0.2,0.574,11.8,0,1
2006,65.0,212.0,0,0.76,86.0,1.93,86.0,0.1,1151.555618,0.2,0.576,12.1,0,1
2005,64.9,213.0,0,0.6,74.0,1.6,79.0,0.1,1214.556667,0.2,0.0,12.2,0,1
2004,64.8,214.0,0,0.48,61.0,1.39,62.0,0.1,113.6286,0.2,0.0,12.4,0,1
2003,64.7,215.0,0,0.5,79.0,9.98,7.0,0.1,115.3865,0.2,0.0,11.6,0,1
2002,64.6,217.0,0,0.49,96.0,9.1,77.0,0.1,826.58554,0.2,0.0,11.7,0,1
2001,64.3,219.0,0,0.6,88.0,9.0,85.0,0.1,734.9492461,0.2,0.0,10.4,0,1
2000,64.1,222.0,0,0.46,9.0,8.12,9.0,0.1,796.7937634,0.2,0.0,10.0,0,1
2014,74.6,82.0,0,0.01,94.0,3.4,95.0,0.1,42996.4812,3.4,0.787,13.0,0,1
2013,74.5,83.0,1,0.01,99.0,2.56,99.0,0.1,48399.9581,3.4,0.796,13.1,0,1
2012,74.3,84.0,1,0.01,98.0,2.57,98.0,0.1,51264.7134,3.4,0.794,13.2,0,1
2011,74.2,85.0,1,0.02,99.0,2.62,99.0,0.1,48268.5912,3.3,0.792,13.4,0,1
2010,74.0,86.0,1,0.01,98.0,2.76,98.0,0.1,38497.61696,3.3,0.79,13.5,0,1
2009,73.9,87.0,1,0.1,99.0,3.87,99.0,0.1,37567.3121,3.3,0.788,13.6,0,1
2008,73.8,88.0,1,0.03,99.0,1.93,99.0,0.1,55571.9986,3.3,0.787,13.8,0,1
2007,73.7,89.0,1,0.03,99.0,2.13,99.0,0.1,45793.97614,3.2,0.787,13.9,0,1
2006,73.6,89.0,1,0.01,99.0,2.25,99.0,0.1,42717.55725,3.2,0.787,14.1,0,1
2005,73.6,9.0,0,0.01,99.0,2.38,99.0,0.1,3549.26132,3.2,0.789,14.2,0,1
2004,73.5,91.0,0,0.02,98.0,2.76,98.0,0.1,26921.8278,3.2,0.791,14.4,0,1
2003,73.4,93.0,0,0.03,99.0,3.23,99.0,0.1,2271.56961,3.2,0.788,14.1,0,1
2002,73.3,94.0,0,0.01,99.0,3.56,99.0,0.1,17789.41981,3.2,0.785,13.9,0,1
2001,73.2,95.0,0,0.01,99.0,3.61,99.0,0.1,1654.96761,3.2,0.786,14.0,0,1
2000,73.2,96.0,0,0.01,94.0,2.51,98.0,0.1,18389.38433,3.2,0.786,14.1,0,1
2014,74.4,156.0,0,0.01,92.0,5.88,92.0,0.1,15725.1374,2.2,0.822,16.0,1,0
2013,74.1,161.0,0,10.37,94.0,5.67,94.0,0.1,1532.22924,2.2,0.814,15.4,1,0
2012,73.8,163.0,0,10.21,91.0,5.91,91.0,0.1,13822.8559,2.2,0.812,15.5,1,0
2011,73.6,169.0,0,10.14,92.0,6.1,92.0,0.1,1372.68947,2.2,0.81,15.8,1,0
2010,72.8,18.0,0,9.8,92.0,6.55,92.0,0.1,11326.21947,2.2,0.815,16.0,1,0
2009,72.6,184.0,0,9.85,94.0,6.84,94.0,0.1,12219.37379,2.3,0.821,16.4,1,0
2008,71.9,199.0,0,11.84,94.0,6.63,94.0,0.1,16348.53121,2.3,0.819,16.3,1,0
2007,78.0,221.0,0,12.12,94.0,7.1,94.0,0.1,1444.1589,2.4,0.814,16.2,1,0
2006,75.0,229.0,0,10.4,96.0,6.8,96.0,0.1,9667.9757,2.4,0.807,16.2,1,0
2005,76.0,216.0,0,9.92,99.0,6.37,99.0,0.1,7558.7426,2.5,0.791,15.9,1,0
2004,71.0,26.0,0,8.81,99.0,6.51,99.0,0.1,6351.8125,2.5,0.776,15.5,1,0
2003,78.0,29.0,0,8.24,98.0,6.15,98.0,0.1,5134.95694,2.6,0.761,15.2,1,0
2002,73.0,219.0,0,7.44,98.0,6.29,97.0,0.1,4132.34927,2.7,0.746,14.8,1,0
2001,69.9,228.0,0,6.68,97.0,6.17,97.0,0.1,3572.8513,2.8,0.728,14.2,1,0
2000,71.0,218.0,0,7.13,96.0,6.0,96.0,0.1,3352.731296,2.8,0.716,13.7,1,0
2014,74.8,99.0,1,1.32,75.0,6.39,81.0,0.1,8161.4614,4.8,0.763,13.3,0,1
2013,74.9,97.0,1,1.29,75.0,6.63,81.0,0.1,846.285153,4.8,0.766,13.3,0,1
2012,75.0,93.0,1,1.53,75.0,6.99,81.0,0.1,8787.94668,4.8,0.763,13.3,0,1
2011,75.0,93.0,1,1.57,75.0,7.12,81.0,0.1,8734.9653,4.7,0.758,13.2,0,1
2010,74.9,94.0,1,1.58,75.0,7.19,81.0,0.1,8763.826274,4.7,0.752,13.3,0,1
2009,74.7,95.0,1,1.62,75.0,7.42,81.0,0.1,84.268878,4.7,0.746,13.2,0,1
2008,74.5,98.0,1,1.67,75.0,8.7,81.0,0.1,712.775759,4.7,0.74,13.1,0,1
2007,74.4,98.0,1,1.72,75.0,8.9,8.0,0.1,614.271115,4.7,0.731,12.9,0,1
2006,74.1,1.0,1,1.82,75.0,8.83,78.0,0.1,5372.65899,4.7,0.733,13.2,0,1
2005,73.9,11.0,1,1.94,74.0,8.42,77.0,0.1,5339.441291,4.7,0.0,13.7,0,1
2004,73.7,13.0,1,2.1,74.0,8.91,75.0,0.1,5424.22356,4.7,0.0,14.2,0,1
2003,73.5,15.0,1,2.19,74.0,9.3,74.0,0.1,5425.6697,4.8,0.0,14.8,0,1
2002,73.2,17.0,1,1.98,77.0,1.5,77.0,0.1,5436.595223,4.8,0.0,15.2,0,1
2001,73.0,11.0,1,2.19,8.0,1.9,8.0,0.1,5253.122599,4.9,0.0,15.0,0,1
2000,72.7,112.0,1,2.26,83.0,1.86,83.0,0.1,5334.93329,4.9,0.0,14.9,0,1
2014,52.1,522.0,4,0.01,9.0,1.62,93.0,9.4,1174.839214,5.8,0.491,10.8,0,1
2013,52.1,518.0,4,0.01,9.0,11.7,93.0,9.6,1196.1335,6.1,0.484,11.1,0,1
2012,52.2,513.0,4,0.01,93.0,11.14,95.0,9.0,1281.516,6.4,0.479,11.0,0,1
2011,52.3,52.0,4,2.39,95.0,11.79,96.0,10.5,1352.38433,6.8,0.469,11.0,0,1
2010,51.1,527.0,4,2.71,92.0,1.87,93.0,13.4,1173.26212,7.2,0.464,10.9,0,1
2009,49.4,566.0,4,2.75,89.0,9.8,91.0,18.2,923.136931,7.6,0.453,10.8,0,1
2008,47.8,592.0,5,2.75,86.0,8.85,88.0,27.3,934.428563,8.0,0.447,10.7,0,1
2007,46.2,633.0,4,2.69,87.0,8.47,88.0,30.0,918.432717,8.4,0.44,10.6,0,1
2006,45.3,654.0,5,2.61,88.0,7.12,89.0,34.1,915.775754,8.8,0.437,10.7,0,1
2005,44.5,675.0,5,2.67,88.0,6.3,89.0,34.8,862.9463118,9.3,0.437,10.7,0,1
2004,44.8,666.0,5,1.8,89.0,6.96,9.0,34.6,781.5145936,9.7,0.439,10.7,0,1
2003,45.5,648.0,5,1.99,9.0,7.13,9.0,33.8,63.636279,1.2,0.44,10.5,0,1
2002,46.4,622.0,5,2.95,84.0,6.91,84.0,32.5,47.89395,1.6,0.446,10.4,0,1
2001,47.8,586.0,5,2.86,78.0,7.53,78.0,31.2,437.819184,11.1,0.443,10.3,0,1
2000,49.3,543.0,5,3.1,82.0,6.92,83.0,29.8,474.8197876,11.5,0.445,9.6,0,1
2014,58.1,329.0,8,0.01,49.0,1.4,5.0,0.9,458.4651734,6.7,0.426,9.9,0,1
2013,61.1,258.0,9,0.01,75.0,9.25,76.0,1.1,454.1222236,6.8,0.419,9.8,0,1
2012,67.0,261.0,9,0.01,8.0,1.19,8.0,1.2,415.361958,7.0,0.416,9.6,0,1
2011,62.0,266.0,9,3.72,77.0,11.23,77.0,1.5,379.689583,7.2,0.406,9.5,0,1
2010,59.7,272.0,9,3.64,71.0,11.87,7.0,1.8,327.42597,7.4,0.403,9.6,0,1
2009,59.2,277.0,10,3.75,84.0,14.39,81.0,2.1,33.667491,7.6,0.4,9.7,0,1
2008,58.6,281.0,10,3.88,79.0,11.83,75.0,2.4,232.61732,7.7,0.394,9.8,0,1
2007,57.9,286.0,10,4.03,67.0,1.24,65.0,2.8,21.3733292,7.9,0.383,9.9,0,1
2006,56.7,32.0,11,4.05,66.0,1.9,6.0,3.0,178.92799,8.1,0.377,10.0,0,1
2005,55.3,316.0,12,4.19,66.0,8.4,6.0,3.1,168.648254,8.3,0.372,10.1,0,1
2004,54.0,329.0,12,4.24,47.0,8.77,31.0,3.2,149.4452549,8.5,0.335,10.2,0,1
2003,50.0,42.0,13,4.21,49.0,3.44,35.0,3.2,133.494518,8.7,0.373,10.3,0,1
2002,56.0,371.0,13,4.27,51.0,5.43,39.0,3.1,177.285187,8.8,0.376,10.4,0,1
2001,51.5,333.0,14,4.4,54.0,6.41,42.0,3.1,174.1815473,9.0,0.386,10.5,0,1
2000,51.9,39.0,14,4.46,56.0,5.91,46.0,3.1,183.4149991,9.2,0.338,8.7,0,1
2011,71.3,161.0,2,0.01,98.0,4.77,98.0,0.1,562.549434,5.6,0.756,14.0,0,1
2010,72.8,132.0,2,0.01,98.0,3.5,98.0,0.1,1212.56217,5.6,0.755,14.3,0,1
2009,72.7,132.0,2,0.01,98.0,3.16,98.0,0.1,1296.97353,5.6,0.757,14.6,0,1
2008,72.6,132.0,2,0.01,98.0,2.4,98.0,0.1,14396.4865,5.5,0.757,14.8,0,1
2007,72.5,132.0,2,0.01,98.0,2.63,98.0,0.1,1138.56661,5.5,0.756,15.1,0,1
2006,72.2,134.0,2,0.01,98.0,2.51,98.0,0.1,9344.987518,5.5,0.752,15.4,0,1
2005,71.9,138.0,2,0.01,98.0,2.71,98.0,0.1,8171.361651,5.5,0.748,15.7,0,1
2004,71.5,141.0,2,0.01,97.0,3.46,97.0,0.1,586.8364,5.5,0.747,15.9,0,1
2003,71.3,144.0,3,0.01,95.0,4.6,95.0,0.1,4676.96753,5.6,0.74,16.0,0,1
2002,71.1,146.0,3,0.01,93.0,4.57,93.0,0.1,375.442638,5.6,0.736,15.8,0,1
2001,71.0,147.0,3,0.01,94.0,4.6,94.0,0.1,6269.58123,5.6,0.732,15.7,0,1
2000,78.0,148.0,3,0.01,94.0,3.41,94.0,0.1,7145.628494,5.7,0.727,15.5,0,1
2014,73.4,169.0,0,15.19,93.0,6.55,93.0,0.1,16554.97139,2.6,0.841,16.5,1,0
2013,73.0,178.0,0,15.04,93.0,6.59,93.0,0.1,15712.82376,2.7,0.834,16.4,1,0
2012,73.0,176.0,0,15.14,93.0,6.67,93.0,0.1,14341.836,2.7,0.83,16.5,1,0
2011,72.8,18.0,0,12.66,92.0,6.86,92.0,0.1,14357.73679,2.7,0.826,16.7,1,0
2010,72.4,188.0,0,12.9,95.0,7.9,95.0,0.1,11984.86857,2.8,0.824,16.8,1,0
2009,72.2,192.0,0,12.4,98.0,7.53,98.0,0.1,11837.3913,2.8,0.825,16.6,1,0
2008,71.1,224.0,0,13.3,96.0,6.61,96.0,0.1,14961.56818,2.9,0.82,16.5,1,0
2007,72.0,24.0,0,13.4,95.0,6.22,95.0,0.1,12297.91535,2.9,0.812,16.4,1,0
2006,76.0,229.0,0,12.7,94.0,6.2,94.0,0.1,924.642548,3.0,0.807,16.4,1,0
2005,78.0,222.0,0,12.3,93.0,5.83,94.0,0.1,7863.1629,3.0,0.798,16.2,1,0
2004,71.6,24.0,0,12.1,9.0,5.67,94.0,0.1,676.966998,3.1,0.792,16.3,1,0
2003,71.6,22.0,0,11.29,91.0,6.46,94.0,0.1,555.535669,3.2,0.78,15.8,1,0
2002,71.4,22.0,0,11.0,97.0,6.4,95.0,0.1,4146.987928,3.3,0.77,15.3,1,0
2001,71.2,21.0,0,10.2,97.0,6.26,95.0,0.1,353.147337,3.3,0.757,14.7,1,0
2000,71.6,2.0,0,9.87,92.0,6.46,94.0,0.1,3297.35471,3.4,0.745,14.0,1,0
2014,81.7,65.0,0,11.12,99.0,6.94,99.0,0.1,119172.7418,1.0,0.892,13.9,1,0
2013,81.4,68.0,0,11.02,99.0,7.1,99.0,0.1,113751.85,0.9,0.892,13.9,1,0
2012,81.1,7.0,0,11.34,99.0,7.18,99.0,0.1,16749.136,0.9,0.892,13.9,1,0
2011,88.0,72.0,0,11.5,96.0,7.34,99.0,0.1,115761.577,0.9,0.894,13.9,1,0
2010,86.0,73.0,0,11.36,96.0,7.68,99.0,0.1,14965.361,0.9,0.884,13.7,1,0
2009,83.0,76.0,0,11.42,96.0,8.11,99.0,0.1,13198.6693,0.9,0.888,13.5,1,0
2008,80.0,8.0,0,11.53,96.0,7.34,99.0,0.1,114293.8433,0.9,0.887,13.5,1,0
2007,79.7,82.0,0,11.75,96.0,6.8,99.0,0.1,1618.4928,0.9,0.877,13.5,1,0
2006,79.4,85.0,0,11.98,99.0,7.75,99.0,0.1,89739.7117,0.9,0.88,13.5,1,0
2005,78.8,9.0,0,11.84,99.0,7.95,99.0,0.1,8289.69641,1.0,0.874,13.5,1,0
2004,78.7,92.0,0,12.42,99.0,8.2,99.0,0.1,75716.3518,1.0,0.867,13.5,1,0
2003,78.6,92.0,0,12.61,99.0,7.67,98.0,0.1,65445.8853,1.0,0.865,13.6,1,0
2002,78.3,95.0,0,12.91,99.0,8.27,99.0,0.1,5293.64115,1.0,0.86,13.5,1,0
2001,78.0,96.0,0,12.89,99.0,7.4,99.0,0.1,48179.4285,1.0,0.854,13.4,1,0
2000,77.8,98.0,0,13.14,99.0,7.48,99.0,0.1,48735.99549,1.0,0.848,13.5,1,0
